Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2017/18,2018-03-06,Sheffield Weds,Ipswich,1,2,A,0.0,0.0,D,13.0,10.0,2.0,3.0,9.0,11.0,4.0,6.0,1.0,2.0,0.0,0.0
2017/18,2018-03-06,Sunderland,Aston Villa,0,3,A,0.0,2.0,A,9.0,12.0,3.0,5.0,10.0,11.0,3.0,8.0,2.0,1.0,0.0,0.0
2017/18,2018-03-07,Leeds,Wolves,0,3,A,0.0,2.0,A,6.0,18.0,3.0,7.0,11.0,9.0,3.0,9.0,2.0,0.0,0.0,0.0
2017/18,2018-03-10,Aston Villa,Wolves,4,1,H,1.0,1.0,D,11.0,9.0,4.0,4.0,14.0,13.0,2.0,4.0,3.0,5.0,0.0,0.0
2017/18,2018-03-10,Burton,Bristol City,0,0,D,0.0,0.0,D,10.0,6.0,3.0,2.0,6.0,11.0,5.0,3.0,0.0,1.0,0.0,0.0
2017/18,2018-03-10,Cardiff,Birmingham,3,2,H,3.0,0.0,H,15.0,16.0,6.0,7.0,9.0,12.0,6.0,12.0,3.0,2.0,0.0,0.0
2017/18,2018-03-10,Hull,Norwich,4,3,H,2.0,3.0,A,23.0,12.0,15.0,6.0,17.0,19.0,5.0,4.0,2.0,3.0,0.0,0.0
2017/18,2018-03-10,Ipswich,Sheffield United,0,0,D,0.0,0.0,D,8.0,10.0,2.0,3.0,14.0,9.0,7.0,2.0,2.0,1.0,0.0,0.0
2017/18,2018-03-10,Middlesbrough,Barnsley,3,1,H,2.0,0.0,H,9.0,9.0,5.0,3.0,7.0,9.0,3.0,5.0,0.0,1.0,0.0,0.0
2017/18,2018-03-10,Millwall,Brentford,1,0,H,1.0,0.0,H,12.0,15.0,4.0,4.0,9.0,15.0,5.0,7.0,2.0,0.0,0.0,0.0
2017/18,2018-03-10,Preston,Fulham,1,2,A,0.0,0.0,D,11.0,9.0,5.0,5.0,7.0,6.0,6.0,8.0,1.0,1.0,0.0,0.0
2017/18,2018-03-10,QPR,Sunderland,1,0,H,0.0,0.0,D,12.0,8.0,5.0,0.0,14.0,16.0,5.0,6.0,2.0,1.0,0.0,1.0
2017/18,2018-03-10,Reading,Leeds,2,2,D,1.0,1.0,D,10.0,19.0,4.0,8.0,14.0,11.0,13.0,7.0,2.0,1.0,0.0,0.0
2017/18,2018-03-10,Sheffield Weds,Bolton,1,1,D,0.0,0.0,D,11.0,10.0,2.0,5.0,9.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0
2017/18,2018-03-11,Nott'm Forest,Derby,0,0,D,0.0,0.0,D,6.0,15.0,0.0,2.0,14.0,19.0,6.0,6.0,4.0,1.0,0.0,1.0
2017/18,2018-03-13,Aston Villa,QPR,1,3,A,0.0,2.0,A,15.0,11.0,4.0,7.0,11.0,12.0,14.0,2.0,1.0,2.0,0.0,0.0
2017/18,2018-03-13,Barnsley,Norwich,1,1,D,1.0,0.0,H,20.0,12.0,5.0,3.0,11.0,11.0,4.0,4.0,2.0,1.0,0.0,0.0
2017/18,2018-03-13,Brentford,Cardiff,1,3,A,1.0,2.0,A,24.0,14.0,6.0,9.0,8.0,19.0,7.0,6.0,1.0,3.0,0.0,0.0
2017/18,2018-03-13,Ipswich,Hull,0,3,A,0.0,2.0,A,10.0,10.0,2.0,6.0,9.0,13.0,5.0,1.0,1.0,0.0,0.0,0.0
2017/18,2018-03-13,Sheffield United,Burton,2,0,H,1.0,0.0,H,12.0,5.0,4.0,3.0,10.0,10.0,7.0,7.0,2.0,1.0,0.0,0.0
2017/18,2018-03-13,Wolves,Reading,3,0,H,1.0,0.0,H,14.0,2.0,8.0,0.0,11.0,11.0,8.0,2.0,1.0,2.0,0.0,0.0
2017/18,2018-03-17,Barnsley,Millwall,0,2,A,0.0,1.0,A,19.0,10.0,7.0,3.0,12.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0
2017/18,2018-03-17,Birmingham,Hull,3,0,H,1.0,0.0,H,13.0,6.0,8.0,1.0,14.0,8.0,8.0,5.0,1.0,0.0,0.0,0.0
2017/18,2018-03-17,Bolton,Aston Villa,1,0,H,1.0,0.0,H,11.0,11.0,3.0,3.0,19.0,14.0,9.0,6.0,1.0,2.0,0.0,0.0
2017/18,2018-03-17,Brentford,Middlesbrough,1,1,D,1.0,1.0,D,24.0,9.0,6.0,4.0,10.0,19.0,9.0,4.0,2.0,4.0,1.0,0.0
2017/18,2018-03-17,Bristol City,Ipswich,1,0,H,0.0,0.0,D,9.0,9.0,5.0,2.0,13.0,12.0,2.0,4.0,1.0,1.0,0.0,0.0
2017/18,2018-03-17,Fulham,QPR,2,2,D,2.0,1.0,H,11.0,13.0,5.0,6.0,8.0,13.0,8.0,2.0,2.0,3.0,0.0,0.0
2017/18,2018-03-17,Leeds,Sheffield Weds,1,2,A,0.0,0.0,D,12.0,11.0,3.0,5.0,4.0,13.0,10.0,4.0,0.0,4.0,0.0,0.0
2017/18,2018-03-17,Norwich,Reading,3,2,H,3.0,1.0,H,13.0,12.0,5.0,7.0,12.0,16.0,8.0,2.0,2.0,5.0,0.0,0.0
2017/18,2018-03-17,Sheffield United,Nott'm Forest,0,0,D,0.0,0.0,D,12.0,14.0,4.0,4.0,15.0,12.0,3.0,5.0,1.0,3.0,0.0,0.0
2017/18,2018-03-17,Sunderland,Preston,0,2,A,0.0,0.0,D,7.0,12.0,4.0,5.0,12.0,12.0,4.0,5.0,0.0,1.0,1.0,0.0
2017/18,2018-03-17,Wolves,Burton,3,1,H,2.0,1.0,H,15.0,3.0,5.0,1.0,10.0,13.0,4.0,4.0,0.0,1.0,0.0,0.0
2017/18,2018-03-30,Barnsley,Bristol City,2,2,D,1.0,1.0,D,23.0,8.0,8.0,2.0,9.0,11.0,6.0,8.0,1.0,1.0,0.0,0.0
2017/18,2018-03-30,Brentford,Sheffield United,1,1,D,0.0,0.0,D,7.0,11.0,4.0,7.0,10.0,16.0,4.0,2.0,0.0,2.0,1.0,1.0
2017/18,2018-03-30,Cardiff,Burton,3,1,H,2.0,1.0,H,17.0,11.0,8.0,4.0,15.0,12.0,6.0,4.0,1.0,2.0,0.0,0.0
2017/18,2018-03-30,Derby,Sunderland,1,4,A,1.0,2.0,A,7.0,14.0,1.0,6.0,18.0,16.0,3.0,7.0,2.0,4.0,0.0,0.0
2017/18,2018-03-30,Leeds,Bolton,2,1,H,1.0,0.0,H,16.0,9.0,6.0,3.0,13.0,10.0,9.0,5.0,2.0,2.0,0.0,0.0
2017/18,2018-03-30,Middlesbrough,Wolves,1,2,A,0.0,2.0,A,17.0,7.0,3.0,6.0,10.0,13.0,6.0,2.0,3.0,3.0,0.0,2.0
2017/18,2018-03-30,Millwall,Nott'm Forest,2,0,H,2.0,0.0,H,11.0,18.0,5.0,3.0,9.0,13.0,6.0,6.0,3.0,3.0,0.0,0.0
2017/18,2018-03-30,Norwich,Fulham,0,2,A,0.0,0.0,D,14.0,10.0,2.0,5.0,11.0,11.0,5.0,2.0,3.0,4.0,0.0,0.0
2017/18,2018-03-30,Reading,QPR,1,0,H,1.0,0.0,H,5.0,27.0,1.0,3.0,14.0,17.0,4.0,7.0,2.0,3.0,1.0,0.0
2017/18,2018-03-30,Sheffield Weds,Preston,4,1,H,0.0,0.0,D,16.0,10.0,5.0,2.0,12.0,8.0,2.0,4.0,2.0,1.0,0.0,0.0
2017/18,2018-03-31,Birmingham,Ipswich,1,0,H,1.0,0.0,H,13.0,8.0,3.0,1.0,9.0,11.0,7.0,6.0,2.0,3.0,0.0,0.0
2017/18,2018-03-31,Hull,Aston Villa,0,0,D,0.0,0.0,D,9.0,11.0,1.0,3.0,11.0,9.0,4.0,8.0,1.0,2.0,0.0,0.0
2017/18,2018-04-02,Bristol City,Brentford,0,1,A,0.0,0.0,D,2.0,27.0,0.0,7.0,15.0,13.0,1.0,9.0,3.0,2.0,0.0,0.0
2017/18,2018-04-02,Burton,Middlesbrough,1,1,D,1.0,0.0,H,13.0,13.0,1.0,3.0,9.0,12.0,5.0,5.0,3.0,0.0,0.0,0.0
2017/18,2018-04-02,Ipswich,Millwall,2,2,D,0.0,1.0,A,10.0,21.0,6.0,5.0,11.0,10.0,4.0,5.0,4.0,0.0,0.0,0.0
2017/18,2018-04-02,Preston,Derby,0,1,A,0.0,0.0,D,19.0,2.0,3.0,1.0,11.0,16.0,7.0,2.0,2.0,1.0,0.0,0.0
2017/18,2018-04-02,QPR,Norwich,4,1,H,1.0,1.0,D,11.0,16.0,7.0,3.0,15.0,14.0,3.0,9.0,2.0,4.0,0.0,0.0
2017/18,2018-04-02,Sheffield United,Cardiff,1,1,D,1.0,0.0,H,21.0,8.0,7.0,5.0,12.0,8.0,10.0,1.0,1.0,1.0,0.0,0.0
2017/18,2018-04-02,Sunderland,Sheffield Weds,1,3,A,0.0,0.0,D,16.0,13.0,6.0,3.0,8.0,15.0,8.0,3.0,0.0,1.0,0.0,0.0
2017/18,2018-04-03,Aston Villa,Reading,3,0,H,0.0,0.0,D,28.0,4.0,13.0,0.0,6.0,7.0,6.0,2.0,0.0,0.0,0.0,1.0
2017/18,2018-04-03,Bolton,Birmingham,0,1,A,0.0,1.0,A,8.0,10.0,0.0,3.0,14.0,7.0,8.0,6.0,1.0,1.0,0.0,1.0
2017/18,2018-04-03,Fulham,Leeds,2,0,H,1.0,0.0,H,17.0,9.0,4.0,2.0,9.0,10.0,6.0,5.0,3.0,2.0,0.0,0.0
2017/18,2018-04-03,Wolves,Hull,2,2,D,1.0,1.0,D,12.0,10.0,5.0,2.0,13.0,12.0,5.0,1.0,0.0,3.0,0.0,0.0
2017/18,2018-04-06,Cardiff,Wolves,0,1,A,0.0,0.0,D,16.0,13.0,3.0,6.0,6.0,11.0,8.0,3.0,2.0,3.0,0.0,0.0
2017/18,2018-04-07,Barnsley,Sheffield United,3,2,H,1.0,0.0,H,13.0,19.0,6.0,5.0,10.0,7.0,3.0,11.0,2.0,2.0,0.0,0.0
2017/18,2018-04-07,Birmingham,Burton,1,1,D,0.0,0.0,D,25.0,6.0,13.0,2.0,9.0,11.0,9.0,3.0,2.0,2.0,0.0,0.0
2017/18,2018-04-07,Brentford,Ipswich,1,0,H,0.0,0.0,D,12.0,7.0,4.0,2.0,14.0,19.0,6.0,4.0,2.0,3.0,0.0,0.0
2017/18,2018-04-07,Derby,Bolton,3,0,H,2.0,0.0,H,9.0,9.0,5.0,2.0,15.0,7.0,5.0,5.0,1.0,1.0,0.0,0.0
2017/18,2018-04-07,Hull,QPR,4,0,H,2.0,0.0,H,12.0,9.0,4.0,0.0,12.0,14.0,4.0,10.0,3.0,2.0,0.0,1.0
2017/18,2018-04-07,Leeds,Sunderland,1,1,D,0.0,0.0,D,16.0,20.0,4.0,9.0,14.0,11.0,6.0,13.0,3.0,3.0,1.0,0.0
2017/18,2018-04-07,Middlesbrough,Nott'm Forest,2,0,H,2.0,0.0,H,13.0,14.0,8.0,3.0,9.0,7.0,5.0,8.0,1.0,2.0,0.0,0.0
2017/18,2018-04-07,Millwall,Bristol City,2,0,H,1.0,0.0,H,12.0,11.0,6.0,0.0,14.0,6.0,3.0,7.0,1.0,0.0,0.0,0.0
2017/18,2018-04-07,Norwich,Aston Villa,3,1,H,1.0,0.0,H,14.0,10.0,6.0,2.0,18.0,13.0,5.0,7.0,4.0,3.0,0.0,0.0
2017/18,2018-04-07,Reading,Preston,1,0,H,1.0,0.0,H,5.0,17.0,1.0,3.0,16.0,20.0,2.0,4.0,2.0,2.0,0.0,0.0
2017/18,2018-04-07,Sheffield Weds,Fulham,0,1,A,0.0,0.0,D,4.0,22.0,0.0,8.0,18.0,7.0,1.0,11.0,2.0,0.0,0.0,0.0
2017/18,2018-04-10,Aston Villa,Cardiff,1,0,H,0.0,0.0,D,13.0,11.0,4.0,4.0,13.0,19.0,8.0,3.0,4.0,5.0,0.0,0.0
2017/18,2018-04-10,Bolton,Millwall,0,2,A,0.0,1.0,A,13.0,13.0,3.0,6.0,18.0,18.0,6.0,5.0,0.0,0.0,0.0,0.0
2017/18,2018-04-10,Bristol City,Birmingham,3,1,H,2.0,1.0,H,10.0,18.0,4.0,7.0,8.0,16.0,4.0,6.0,0.0,1.0,0.0,0.0
2017/18,2018-04-10,Burton,Hull,0,5,A,0.0,2.0,A,11.0,14.0,2.0,6.0,9.0,13.0,2.0,4.0,0.0,2.0,0.0,0.0
2017/18,2018-04-10,Fulham,Reading,1,0,H,1.0,0.0,H,14.0,3.0,5.0,0.0,11.0,14.0,6.0,2.0,1.0,1.0,0.0,1.0
2017/18,2018-04-10,Ipswich,Barnsley,1,0,H,0.0,0.0,D,16.0,19.0,4.0,2.0,15.0,15.0,5.0,5.0,1.0,1.0,0.0,0.0
2017/18,2018-04-10,Nott'm Forest,Brentford,0,1,A,0.0,0.0,D,16.0,11.0,2.0,2.0,11.0,9.0,4.0,8.0,2.0,0.0,0.0,0.0
2017/18,2018-04-10,Preston,Leeds,3,1,H,0.0,1.0,A,17.0,9.0,7.0,5.0,14.0,10.0,9.0,9.0,3.0,2.0,0.0,0.0
2017/18,2018-04-10,QPR,Sheffield Weds,4,2,H,3.0,0.0,H,16.0,13.0,8.0,6.0,13.0,18.0,7.0,4.0,1.0,1.0,0.0,0.0
2017/18,2018-04-10,Sheffield United,Middlesbrough,2,1,H,2.0,0.0,H,11.0,7.0,3.0,2.0,5.0,20.0,5.0,1.0,1.0,3.0,0.0,1.0
2017/18,2018-04-10,Sunderland,Norwich,1,1,D,0.0,0.0,D,25.0,18.0,5.0,4.0,12.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0
2017/18,2018-04-11,Wolves,Derby,2,0,H,1.0,0.0,H,12.0,6.0,5.0,1.0,11.0,10.0,7.0,3.0,1.0,0.0,0.0,0.0
2017/18,2018-04-13,Aston Villa,Leeds,1,0,H,1.0,0.0,H,17.0,9.0,5.0,2.0,7.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0
2017/18,2018-04-14,Barnsley,Bolton,2,2,D,1.0,0.0,H,15.0,15.0,6.0,4.0,14.0,19.0,4.0,9.0,5.0,4.0,0.0,0.0
2017/18,2018-04-14,Burton,Derby,3,1,H,2.0,1.0,H,10.0,9.0,6.0,2.0,16.0,12.0,2.0,5.0,3.0,1.0,0.0,0.0
2017/18,2018-04-14,Fulham,Brentford,1,1,D,0.0,0.0,D,12.0,17.0,2.0,5.0,13.0,9.0,4.0,7.0,1.0,2.0,0.0,0.0
2017/18,2018-04-14,Hull,Sheffield Weds,0,1,A,0.0,1.0,A,24.0,8.0,3.0,3.0,10.0,8.0,11.0,5.0,1.0,1.0,0.0,0.0
2017/18,2018-04-14,Middlesbrough,Bristol City,2,1,H,1.0,1.0,D,21.0,10.0,3.0,3.0,16.0,17.0,4.0,2.0,4.0,2.0,0.0,0.0
2017/18,2018-04-14,Norwich,Cardiff,0,2,A,0.0,0.0,D,17.0,15.0,4.0,6.0,8.0,23.0,10.0,6.0,1.0,2.0,0.0,0.0
2017/18,2018-04-14,Nott'm Forest,Ipswich,2,1,H,0.0,1.0,A,19.0,10.0,8.0,3.0,7.0,9.0,8.0,9.0,1.0,1.0,0.0,0.0
2017/18,2018-04-14,QPR,Preston,1,2,A,1.0,1.0,D,5.0,14.0,3.0,7.0,23.0,13.0,5.0,10.0,3.0,1.0,0.0,0.0
2017/18,2018-04-14,Reading,Sunderland,2,2,D,1.0,0.0,H,12.0,22.0,6.0,6.0,11.0,14.0,3.0,8.0,1.0,1.0,0.0,0.0
2017/18,2018-04-14,Sheffield United,Millwall,1,1,D,0.0,0.0,D,17.0,12.0,8.0,3.0,10.0,17.0,8.0,9.0,2.0,3.0,0.0,0.0
2017/18,2018-04-15,Wolves,Birmingham,2,0,H,1.0,0.0,H,13.0,9.0,6.0,4.0,11.0,10.0,4.0,4.0,0.0,2.0,0.0,1.0
2017/18,2018-04-20,Millwall,Fulham,0,3,A,0.0,0.0,D,7.0,17.0,4.0,5.0,17.0,8.0,2.0,1.0,4.0,1.0,0.0,0.0
2017/18,2018-04-21,Birmingham,Sheffield United,2,1,H,1.0,1.0,D,16.0,7.0,7.0,3.0,15.0,14.0,4.0,3.0,1.0,2.0,0.0,0.0
2017/18,2018-04-21,Bolton,Wolves,0,4,A,0.0,2.0,A,9.0,21.0,2.0,9.0,12.0,17.0,2.0,5.0,1.0,1.0,0.0,0.0
2017/18,2018-04-21,Brentford,QPR,2,1,H,1.0,1.0,D,17.0,13.0,9.0,3.0,14.0,12.0,11.0,4.0,2.0,4.0,0.0,0.0
2017/18,2018-04-21,Bristol City,Hull,5,5,D,2.0,1.0,H,20.0,13.0,6.0,8.0,9.0,9.0,6.0,1.0,1.0,4.0,0.0,0.0
2017/18,2018-04-21,Cardiff,Nott'm Forest,2,1,H,1.0,0.0,H,14.0,8.0,5.0,3.0,9.0,15.0,6.0,2.0,0.0,3.0,0.0,0.0
2017/18,2018-04-21,Derby,Middlesbrough,1,2,A,0.0,1.0,A,16.0,14.0,7.0,4.0,13.0,11.0,12.0,6.0,3.0,2.0,0.0,0.0
2017/18,2018-04-21,Ipswich,Aston Villa,0,4,A,0.0,1.0,A,3.0,21.0,1.0,6.0,12.0,10.0,4.0,8.0,0.0,0.0,1.0,0.0
2017/18,2018-04-21,Leeds,Barnsley,2,1,H,1.0,1.0,D,15.0,11.0,3.0,3.0,8.0,10.0,5.0,9.0,1.0,1.0,0.0,0.0
2017/18,2018-04-21,Preston,Norwich,0,0,D,0.0,0.0,D,10.0,12.0,2.0,0.0,16.0,11.0,5.0,5.0,3.0,5.0,0.0,0.0
2017/18,2018-04-21,Sheffield Weds,Reading,3,0,H,1.0,0.0,H,14.0,7.0,6.0,1.0,9.0,8.0,4.0,2.0,0.0,0.0,0.0,1.0
2017/18,2018-04-21,Sunderland,Burton,1,2,A,1.0,0.0,H,14.0,14.0,2.0,8.0,15.0,7.0,2.0,8.0,6.0,2.0,0.0,0.0
2017/18,2018-04-24,Derby,Cardiff,3,1,H,0.0,1.0,A,17.0,12.0,4.0,2.0,10.0,11.0,9.0,6.0,1.0,4.0,0.0,0.0
2017/18,2018-04-24,Nott'm Forest,Barnsley,3,0,H,2.0,0.0,H,19.0,14.0,8.0,3.0,11.0,8.0,8.0,5.0,2.0,1.0,0.0,0.0
2017/18,2018-04-27,Fulham,Sunderland,2,1,H,1.0,1.0,D,14.0,8.0,5.0,2.0,15.0,10.0,4.0,2.0,2.0,4.0,0.0,0.0
2017/18,2018-04-28,Aston Villa,Derby,1,1,D,0.0,1.0,A,24.0,7.0,6.0,3.0,4.0,8.0,9.0,2.0,0.0,1.0,0.0,0.0
2017/18,2018-04-28,Barnsley,Brentford,2,0,H,1.0,0.0,H,12.0,12.0,4.0,2.0,9.0,9.0,3.0,2.0,0.0,1.0,0.0,0.0
2017/18,2018-04-28,Burton,Bolton,2,0,H,2.0,0.0,H,16.0,9.0,8.0,0.0,15.0,15.0,8.0,5.0,2.0,2.0,0.0,0.0
2017/18,2018-04-28,Hull,Cardiff,0,2,A,0.0,1.0,A,8.0,12.0,0.0,6.0,15.0,15.0,3.0,5.0,3.0,2.0,0.0,0.0
2017/18,2018-04-28,Middlesbrough,Millwall,2,0,H,1.0,0.0,H,17.0,8.0,3.0,3.0,8.0,11.0,3.0,8.0,2.0,3.0,0.0,0.0
2017/18,2018-04-28,Norwich,Leeds,2,1,H,1.0,1.0,D,18.0,15.0,5.0,5.0,9.0,15.0,9.0,3.0,1.0,2.0,0.0,0.0
2017/18,2018-04-28,Nott'm Forest,Bristol City,0,0,D,0.0,0.0,D,24.0,6.0,6.0,0.0,13.0,12.0,6.0,2.0,1.0,1.0,0.0,0.0
2017/18,2018-04-28,QPR,Birmingham,3,1,H,1.0,1.0,D,18.0,16.0,13.0,6.0,11.0,16.0,3.0,11.0,2.0,1.0,0.0,0.0
2017/18,2018-04-28,Reading,Ipswich,0,4,A,0.0,0.0,D,15.0,11.0,6.0,7.0,7.0,13.0,12.0,4.0,0.0,0.0,0.0,0.0
2017/18,2018-04-28,Sheffield United,Preston,0,1,A,0.0,0.0,D,17.0,8.0,4.0,3.0,21.0,14.0,13.0,3.0,4.0,3.0,0.0,0.0
2017/18,2018-04-28,Wolves,Sheffield Weds,0,0,D,0.0,0.0,D,17.0,2.0,4.0,0.0,6.0,5.0,9.0,4.0,1.0,0.0,0.0,0.0
2017/18,2018-05-06,Birmingham,Fulham,3,1,H,2.0,0.0,H,11.0,13.0,7.0,5.0,14.0,8.0,3.0,4.0,2.0,3.0,0.0,0.0
2017/18,2018-05-06,Bolton,Nott'm Forest,3,2,H,0.0,0.0,D,24.0,12.0,9.0,4.0,12.0,11.0,6.0,2.0,3.0,4.0,0.0,0.0
2017/18,2018-05-06,Brentford,Hull,1,1,D,1.0,1.0,D,22.0,7.0,5.0,4.0,10.0,12.0,14.0,1.0,0.0,0.0,0.0,0.0
2017/18,2018-05-06,Bristol City,Sheffield United,2,3,A,0.0,3.0,A,10.0,5.0,5.0,3.0,16.0,16.0,2.0,3.0,4.0,2.0,0.0,0.0
2017/18,2018-05-06,Cardiff,Reading,0,0,D,0.0,0.0,D,16.0,1.0,3.0,1.0,16.0,11.0,4.0,2.0,1.0,2.0,0.0,0.0
2017/18,2018-05-06,Derby,Barnsley,4,1,H,1.0,0.0,H,16.0,14.0,5.0,3.0,7.0,8.0,5.0,3.0,1.0,2.0,0.0,0.0
2017/18,2018-05-06,Ipswich,Middlesbrough,2,2,D,1.0,0.0,H,16.0,28.0,8.0,6.0,7.0,12.0,6.0,11.0,3.0,1.0,0.0,0.0
2017/18,2018-05-06,Leeds,QPR,2,0,H,1.0,0.0,H,14.0,7.0,6.0,1.0,19.0,12.0,9.0,4.0,3.0,3.0,0.0,0.0
2017/18,2018-05-06,Millwall,Aston Villa,1,0,H,1.0,0.0,H,13.0,14.0,3.0,5.0,12.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0
2017/18,2018-05-06,Preston,Burton,2,1,H,1.0,0.0,H,18.0,21.0,6.0,5.0,10.0,12.0,6.0,8.0,1.0,2.0,1.0,0.0
2017/18,2018-05-06,Sheffield Weds,Norwich,5,1,H,2.0,0.0,H,12.0,21.0,8.0,2.0,14.0,12.0,1.0,10.0,2.0,1.0,0.0,0.0
2017/18,2018-05-06,Sunderland,Wolves,3,0,H,2.0,0.0,H,19.0,7.0,7.0,1.0,7.0,16.0,7.0,7.0,0.0,0.0,0.0,0.0
2018/19,2018-08-03,Reading,Derby,1,2,A,0.0,0.0,D,8.0,11.0,5.0,3.0,14.0,16.0,2.0,4.0,3.0,4.0,0.0,0.0
2018/19,2018-08-04,Birmingham,Norwich,2,2,D,0.0,0.0,D,16.0,16.0,7.0,7.0,15.0,10.0,4.0,4.0,0.0,3.0,0.0,0.0
2018/19,2018-08-04,Brentford,Rotherham,5,1,H,2.0,0.0,H,14.0,9.0,10.0,5.0,15.0,10.0,13.0,3.0,0.0,2.0,0.0,0.0
2018/19,2018-08-04,Bristol City,Nott'm Forest,1,1,D,1.0,0.0,H,18.0,16.0,6.0,6.0,8.0,17.0,7.0,9.0,0.0,4.0,0.0,0.0
2018/19,2018-08-04,Ipswich,Blackburn,2,2,D,1.0,2.0,A,9.0,6.0,3.0,2.0,11.0,21.0,3.0,0.0,2.0,3.0,0.0,0.0
2018/19,2018-08-04,Millwall,Middlesbrough,2,2,D,2.0,0.0,H,9.0,12.0,2.0,3.0,13.0,6.0,6.0,6.0,3.0,2.0,0.0,0.0
2018/19,2018-08-04,Preston,QPR,1,0,H,0.0,0.0,D,15.0,8.0,3.0,2.0,15.0,13.0,6.0,4.0,0.0,2.0,0.0,0.0
2018/19,2018-08-04,Sheffield United,Swansea,1,2,A,0.0,0.0,D,12.0,9.0,2.0,4.0,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0
2018/19,2018-08-04,West Brom,Bolton,1,2,A,1.0,1.0,D,20.0,11.0,3.0,4.0,9.0,14.0,10.0,6.0,1.0,0.0,0.0,0.0
2018/19,2018-08-04,Wigan,Sheffield Weds,3,2,H,2.0,1.0,H,21.0,8.0,10.0,4.0,12.0,12.0,3.0,3.0,1.0,3.0,0.0,1.0
2018/19,2018-08-05,Leeds,Stoke,3,1,H,2.0,0.0,H,11.0,9.0,5.0,5.0,14.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0
2018/19,2018-08-06,Hull,Aston Villa,1,3,A,1.0,1.0,D,11.0,9.0,3.0,5.0,12.0,9.0,4.0,2.0,0.0,2.0,0.0,0.0
2018/19,2018-08-07,Middlesbrough,Sheffield United,3,0,H,3.0,0.0,H,13.0,17.0,5.0,4.0,10.0,13.0,7.0,6.0,0.0,3.0,0.0,0.0
2018/19,2018-08-07,Nott'm Forest,West Brom,1,1,D,0.0,0.0,D,20.0,10.0,5.0,2.0,12.0,10.0,7.0,6.0,2.0,1.0,0.0,0.0
2018/19,2018-08-11,Aston Villa,Wigan,3,2,H,1.0,1.0,D,17.0,10.0,6.0,3.0,17.0,16.0,3.0,4.0,1.0,4.0,0.0,0.0
2018/19,2018-08-11,Blackburn,Millwall,0,0,D,0.0,0.0,D,10.0,7.0,4.0,0.0,13.0,13.0,7.0,1.0,0.0,1.0,0.0,0.0
2018/19,2018-08-11,Bolton,Bristol City,2,2,D,0.0,0.0,D,7.0,16.0,2.0,5.0,20.0,6.0,4.0,10.0,6.0,2.0,0.0,0.0
2018/19,2018-08-11,Derby,Leeds,1,4,A,1.0,2.0,A,12.0,17.0,4.0,7.0,10.0,19.0,3.0,5.0,4.0,2.0,0.0,0.0
2018/19,2018-08-11,Middlesbrough,Birmingham,1,0,H,1.0,0.0,H,10.0,11.0,2.0,4.0,9.0,11.0,3.0,9.0,0.0,1.0,0.0,1.0
2018/19,2018-08-11,Norwich,West Brom,3,4,A,1.0,1.0,D,20.0,13.0,10.0,7.0,12.0,14.0,4.0,2.0,0.0,0.0,0.0,0.0
2018/19,2018-08-11,Nott'm Forest,Reading,1,0,H,0.0,0.0,D,12.0,8.0,3.0,3.0,15.0,11.0,6.0,4.0,0.0,1.0,0.0,0.0
2018/19,2018-08-11,QPR,Sheffield United,1,2,A,1.0,1.0,D,14.0,8.0,6.0,5.0,12.0,11.0,4.0,6.0,1.0,1.0,0.0,0.0
2018/19,2018-08-11,Rotherham,Ipswich,1,0,H,0.0,0.0,D,10.0,16.0,4.0,3.0,8.0,9.0,0.0,12.0,2.0,0.0,0.0,0.0
2018/19,2018-08-11,Sheffield Weds,Hull,1,1,D,0.0,1.0,A,12.0,16.0,6.0,4.0,5.0,7.0,5.0,6.0,3.0,1.0,0.0,0.0
2018/19,2018-08-11,Stoke,Brentford,1,1,D,1.0,0.0,H,9.0,17.0,3.0,5.0,15.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0
2018/19,2018-08-11,Swansea,Preston,1,0,H,1.0,0.0,H,10.0,12.0,7.0,5.0,6.0,14.0,4.0,5.0,0.0,1.0,0.0,0.0
2018/19,2018-08-17,Birmingham,Swansea,0,0,D,0.0,0.0,D,17.0,6.0,6.0,0.0,13.0,11.0,10.0,1.0,1.0,1.0,0.0,0.0
2018/19,2018-08-18,Bristol City,Middlesbrough,0,2,A,0.0,2.0,A,18.0,13.0,4.0,3.0,9.0,11.0,4.0,4.0,1.0,2.0,0.0,0.0
2018/19,2018-08-18,Hull,Blackburn,0,1,A,0.0,1.0,A,10.0,16.0,3.0,7.0,12.0,13.0,5.0,1.0,1.0,3.0,0.0,0.0
2018/19,2018-08-18,Ipswich,Aston Villa,1,1,D,1.0,1.0,D,9.0,10.0,1.0,3.0,13.0,15.0,2.0,7.0,1.0,2.0,1.0,0.0
